ID; COMPRAS ACUMULADAS ;MESES CUMPLIENDO VENTAS;ESTADO CIVIL;SEXO;Ubicaci—n geogr‡fica
2524; $ 762.784.400 ;3;SOLTERO;FEMENINO;Sur
2525; $ 314.104.900 ;1;SOLTERO;FEMENINO;Sur
2526; $ 705.877.700 ;0;SOLTERO;FEMENINO;Sur
2527; $ 427.706.100 ;3;SOLTERO;FEMENINO;Sur
2528; $ 456.920.250 ;2;SOLTERO;FEMENINO;Sur
2529; $ 438.094.400 ;3;SOLTERO;FEMENINO;Sur
2530; $ 830.589.150 ;2;SOLTERO;FEMENINO;Sur
2531; $ 434.913.050 ;6;SOLTERO;FEMENINO;Sur
2532; $ 536.400.000 ;3;SOLTERO;FEMENINO;Sur
2533; $ 662.612.100 ;9;SOLTERO;FEMENINO;Sur
2534; $ 628.640.500 ;2;SOLTERO;FEMENINO;Sur
2535; $ 591.900.000 ;1;SOLTERO;FEMENINO;Sur
2536; $ 590.726.250 ;4;SOLTERO;FEMENINO;Sur
2537; $ 162.333.500 ;1;SOLTERO;FEMENINO;Sur
2538; $ 1.772.988.450 ;6;SOLTERO;FEMENINO;Sur
2539; $ 385.093.400 ;2;SOLTERO;FEMENINO;Sur
2540; $ 359.689.600 ;9;SOLTERO;FEMENINO;Sur
2541; $ 332.202.100 ;4;SOLTERO;FEMENINO;Sur
2542; $ 621.058.500 ;9;SOLTERO;FEMENINO;Sur
2543; $ 397.565.450 ;0;SOLTERO;FEMENINO;Sur
2544; $ 1.356.734.200 ;5;SOLTERO;FEMENINO;Sur
2545; $ 1.069.898.850 ;4;SOLTERO;FEMENINO;Sur
2546; $ 453.307.850 ;2;SOLTERO;FEMENINO;Sur
2547; $ 196.304.200 ;6;SOLTERO;FEMENINO;Sur
2548; $ 677.709.200 ;1;SOLTERO;FEMENINO;Sur
2549; $ 451.637.550 ;7;SOLTERO;FEMENINO;Sur
2550; $ 835.308.550 ;7;SOLTERO;FEMENINO;Sur
2551; $ 279.150.300 ;1;SOLTERO;FEMENINO;Sur
2552; $ 946.410.250 ;2;SOLTERO;FEMENINO;Sur
2553; $ 291.218.650 ;2;SOLTERO;FEMENINO;Sur
2554; $ 346.038.750 ;4;SOLTERO;FEMENINO;Sur
2555; $ 962.635.900 ;6;SOLTERO;FEMENINO;Sur
2556; $ 274.935.700 ;1;SOLTERO;FEMENINO;Sur
2557; $ 460.856.150 ;3;SOLTERO;FEMENINO;Sur
2558; $ 912.917.300 ;2;SOLTERO;FEMENINO;Sur
2559; $ 646.025.900 ;5;SOLTERO;FEMENINO;Sur
2560; $ 1.709.197.750 ;7;SOLTERO;FEMENINO;Sur
2561; $ 218.217.650 ;1;SOLTERO;FEMENINO;Sur
2562; $ 596.473.900 ;2;SOLTERO;FEMENINO;Sur
2563; $ 336.106.400 ;6;SOLTERO;FEMENINO;Sur
2564; $ 415.751.150 ;3;SOLTERO;FEMENINO;Sur
2565; $ 368.769.850 ;6;SOLTERO;FEMENINO;Sur
2566; $ 366.485.950 ;4;SOLTERO;FEMENINO;Sur
2567; $ 347.346.900 ;1;SOLTERO;FEMENINO;Sur
2568; $ 1.223.288.300 ;4;SOLTERO;FEMENINO;Sur
2569; $ 540.342.850 ;3;SOLTERO;FEMENINO;Sur
2570; $ 356.453.650 ;2;SOLTERO;FEMENINO;Sur
2571; $ 554.665.100 ;6;SOLTERO;FEMENINO;Sur
2572; $ 736.704.550 ;2;SOLTERO;FEMENINO;Sur
2573; $ 1.119.749.500 ;1;SOLTERO;FEMENINO;Sur
2574; $ 317.311.200 ;4;SOLTERO;FEMENINO;Sur
2575; $ 325.821.650 ;3;SOLTERO;FEMENINO;Sur
2576; $ 415.146.650 ;9;SOLTERO;FEMENINO;Sur
2577; $ 727.697.300 ;5;SOLTERO;FEMENINO;Sur
2578; $ 517.178.000 ;2;SOLTERO;FEMENINO;Sur
2579; $ 280.387.200 ;4;SOLTERO;FEMENINO;Sur
2580; $ 611.169.550 ;1;SOLTERO;FEMENINO;Sur
2581; $ 2.662.149.450 ;4;SOLTERO;FEMENINO;Sur
2582; $ 331.244.300 ;5;SOLTERO;FEMENINO;Sur
2583; $ 280.196.950 ;1;SOLTERO;FEMENINO;Sur
2584; $ 1.569.223.300 ;5;SOLTERO;FEMENINO;Sur
2585; $ 794.687.500 ;5;SOLTERO;FEMENINO;Sur
2586; $ 533.990.700 ;3;SOLTERO;FEMENINO;Sur
2587; $ 399.844.250 ;2;SOLTERO;FEMENINO;Sur
2588; $ 266.455.600 ;1;SOLTERO;FEMENINO;Sur
2589; $ 759.416.100 ;3;SOLTERO;FEMENINO;Sur
2590; $ 365.672.400 ;2;SOLTERO;FEMENINO;Sur
2591; $ 632.784.600 ;6;SOLTERO;FEMENINO;Sur
2592; $ 327.791.750 ;4;SOLTERO;FEMENINO;Sur
2593; $ 2.381.240.150 ;4;SOLTERO;FEMENINO;Sur
2594; $ 144.888.750 ;1;SOLTERO;FEMENINO;Sur
2595; $ 507.842.450 ;4;SOLTERO;FEMENINO;Sur
2596; $ 147.958.200 ;3;SOLTERO;FEMENINO;Sur
2597; $ 662.329.250 ;1;SOLTERO;FEMENINO;Sur
2598; $ 107.084.150 ;1;SOLTERO;FEMENINO;Sur
2599; $ 357.232.950 ;0;SOLTERO;FEMENINO;Sur
2600; $ 914.229.950 ;5;SOLTERO;FEMENINO;Sur
2601; $ 373.905.400 ;7;SOLTERO;FEMENINO;Sur
2602; $ 389.446.450 ;3;SOLTERO;FEMENINO;Sur
2603; $ 889.249.100 ;5;SOLTERO;FEMENINO;Sur
2604; $ 274.827.300 ;6;SOLTERO;FEMENINO;Sur
2605; $ 862.445.350 ;0;SOLTERO;FEMENINO;Sur
2606; $ 1.317.244.400 ;2;SOLTERO;FEMENINO;Sur
2607; $ 1.109.937.200 ;6;SOLTERO;FEMENINO;Sur
2608; $ 821.186.550 ;6;SOLTERO;FEMENINO;Sur
2609; $ 477.204.200 ;3;SOLTERO;FEMENINO;Sur
2610; $ 429.600.000 ;6;SOLTERO;FEMENINO;Sur
2611; $ 307.370.550 ;2;SOLTERO;FEMENINO;Sur
2612; $ 386.024.250 ;5;SOLTERO;FEMENINO;Sur
2613; $ 267.294.750 ;4;SOLTERO;FEMENINO;Sur
2614; $ 420.709.250 ;7;SOLTERO;FEMENINO;Sur
2615; $ 640.308.150 ;1;SOLTERO;FEMENINO;Sur
2616; $ 758.382.400 ;4;SOLTERO;FEMENINO;Sur
2617; $ 632.095.400 ;6;SOLTERO;FEMENINO;Sur
2618; $ 409.732.050 ;5;SOLTERO;FEMENINO;Sur
2619; $ 1.694.872.100 ;6;SOLTERO;FEMENINO;Sur
2620; $ 1.348.192.500 ;9;SOLTERO;FEMENINO;Sur
2621; $ 572.797.600 ;3;SOLTERO;FEMENINO;Sur
2622; $ 332.986.350 ;1;SOLTERO;FEMENINO;Sur
2623; $ 244.047.450 ;1;SOLTERO;FEMENINO;Sur
2624; $ 951.949.200 ;5;SOLTERO;FEMENINO;Sur
2625; $ 550.404.850 ;1;SOLTERO;FEMENINO;Sur
2626; $ 162.552.400 ;1;SOLTERO;FEMENINO;Sur
2627; $ 588.512.950 ;6;SOLTERO;FEMENINO;Sur
2628; $ 653.089.050 ;7;SOLTERO;FEMENINO;Sur
2629; $ 602.151.350 ;6;SOLTERO;FEMENINO;Sur
2630; $ 361.006.800 ;2;SOLTERO;FEMENINO;Sur
2631; $ 346.892.200 ;1;SOLTERO;FEMENINO;Sur
2632; $ 571.192.300 ;2;SOLTERO;FEMENINO;Sur
2633; $ 465.678.550 ;3;SOLTERO;FEMENINO;Sur
2634; $ 321.458.800 ;4;SOLTERO;FEMENINO;Sur
2635; $ 570.405.200 ;3;SOLTERO;FEMENINO;Sur
2636; $ 280.480.950 ;1;SOLTERO;FEMENINO;Sur
2637; $ 470.570.500 ;0;SOLTERO;FEMENINO;Sur
2638; $ 408.938.000 ;3;SOLTERO;FEMENINO;Sur
2639; $ 889.277.150 ;8;SOLTERO;FEMENINO;Sur
2640; $ 395.883.900 ;5;SOLTERO;FEMENINO;Sur
2641; $ 233.036.450 ;0;SOLTERO;FEMENINO;Sur
2642; $ 825.507.450 ;7;SOLTERO;FEMENINO;Sur
2643; $ 482.764.850 ;6;SOLTERO;FEMENINO;Sur
2644; $ 356.882.150 ;1;SOLTERO;FEMENINO;Sur
2645; $ 537.893.800 ;8;SOLTERO;FEMENINO;Sur
2646; $ 444.983.900 ;5;SOLTERO;FEMENINO;Sur
2647; $ 368.899.100 ;1;SOLTERO;FEMENINO;Sur
2648; $ 370.370.350 ;3;SOLTERO;FEMENINO;Sur
2649; $ 355.259.500 ;5;SOLTERO;FEMENINO;Sur
2650; $ 402.930.900 ;3;SOLTERO;FEMENINO;Sur
2651; $ 458.434.400 ;1;SOLTERO;FEMENINO;Sur
2652; $ 751.914.900 ;1;SOLTERO;FEMENINO;Sur
2653; $ 492.193.950 ;6;SOLTERO;FEMENINO;Sur
2654; $ 477.112.850 ;4;SOLTERO;FEMENINO;Sur
2655; $ 425.559.400 ;5;SOLTERO;FEMENINO;Sur
2656; $ 566.617.700 ;1;SOLTERO;FEMENINO;Sur
2657; $ 606.768.000 ;4;SOLTERO;FEMENINO;Sur
2658; $ 510.037.250 ;1;SOLTERO;FEMENINO;Sur
2659; $ 1.722.062.300 ;9;SOLTERO;FEMENINO;Sur
2660; $ 564.052.500 ;4;SOLTERO;FEMENINO;Sur
2661; $ 614.806.950 ;1;SOLTERO;FEMENINO;Sur
2662; $ 871.630.150 ;5;SOLTERO;FEMENINO;Sur
2663; $ 343.101.250 ;5;SOLTERO;FEMENINO;Sur
2664; $ 389.404.600 ;5;SOLTERO;FEMENINO;Sur
2665; $ 720.282.750 ;2;SOLTERO;FEMENINO;Sur
2666; $ 1.002.831.750 ;9;SOLTERO;FEMENINO;Sur
2667; $ 604.008.500 ;2;SOLTERO;FEMENINO;Sur
2668; $ 666.354.900 ;1;SOLTERO;FEMENINO;Sur
2669; $ 913.055.950 ;3;SOLTERO;FEMENINO;Sur
2670; $ 641.083.850 ;4;SOLTERO;FEMENINO;Sur
2671; $ 1.129.006.000 ;6;SOLTERO;FEMENINO;Sur
2672; $ 461.102.950 ;6;SOLTERO;FEMENINO;Sur
2673; $ 444.831.200 ;3;SOLTERO;FEMENINO;Sur
2674; $ 394.352.300 ;5;SOLTERO;FEMENINO;Sur
2675; $ 354.448.200 ;2;SOLTERO;FEMENINO;Sur
2676; $ 384.652.050 ;6;SOLTERO;FEMENINO;Sur
2677; $ 357.074.050 ;1;SOLTERO;FEMENINO;Sur
2678; $ 948.604.550 ;9;SOLTERO;FEMENINO;Sur
2679; $ 517.146.350 ;6;SOLTERO;FEMENINO;Sur
2680; $ 505.926.000 ;3;SOLTERO;FEMENINO;Sur
2681; $ 504.228.050 ;6;SOLTERO;FEMENINO;Sur
2682; $ 438.487.950 ;3;SOLTERO;FEMENINO;Sur
2683; $ 386.276.700 ;3;SOLTERO;FEMENINO;Sur
2684; $ 442.821.750 ;2;SOLTERO;FEMENINO;Sur
2685; $ 390.334.250 ;0;SOLTERO;FEMENINO;Sur
2686; $ 620.329.900 ;4;SOLTERO;FEMENINO;Sur
2687; $ 394.363.800 ;2;SOLTERO;FEMENINO;Sur
2688; $ 622.517.950 ;6;SOLTERO;FEMENINO;Sur
2689; $ 413.753.850 ;1;SOLTERO;FEMENINO;Sur
2690; $ 687.336.550 ;7;SOLTERO;FEMENINO;Sur
2691; $ 443.982.550 ;3;SOLTERO;FEMENINO;Sur
2692; $ 376.905.350 ;0;SOLTERO;FEMENINO;Sur
2693; $ 294.199.050 ;3;SOLTERO;FEMENINO;Sur
2694; $ 404.435.150 ;2;SOLTERO;FEMENINO;Sur
2695; $ 428.536.750 ;1;SOLTERO;FEMENINO;Sur
2696; $ 289.334.450 ;5;SOLTERO;FEMENINO;Sur
2697; $ 418.527.500 ;1;SOLTERO;FEMENINO;Sur
2698; $ 685.776.600 ;6;SOLTERO;FEMENINO;Sur
2699; $ 675.238.950 ;0;SOLTERO;FEMENINO;Sur
2700; $ 604.934.850 ;5;SOLTERO;FEMENINO;Sur
2701; $ 714.587.450 ;3;SOLTERO;FEMENINO;Sur
2702; $ 2.700.257.150 ;4;SOLTERO;FEMENINO;Sur
2703; $ 296.563.100 ;0;SOLTERO;FEMENINO;Sur
2704; $ 377.880.650 ;3;SOLTERO;FEMENINO;Sur
2705; $ 299.910.450 ;5;SOLTERO;FEMENINO;Sur
2706; $ 388.947.500 ;7;SOLTERO;FEMENINO;Sur
2707; $ 641.208.850 ;2;SOLTERO;FEMENINO;Sur
2708; $ 263.151.150 ;0;SOLTERO;FEMENINO;Sur
2709; $ 1.745.524.550 ;6;SOLTERO;FEMENINO;Sur
2710; $ 375.235.150 ;0;SOLTERO;FEMENINO;Sur
2711; $ 539.401.400 ;2;SOLTERO;FEMENINO;Sur
2712; $ 397.651.550 ;0;SOLTERO;FEMENINO;Sur
2713; $ 509.886.550 ;0;SOLTERO;FEMENINO;Sur
2714; $ 457.731.350 ;3;SOLTERO;FEMENINO;Sur
2715; $ 824.292.150 ;5;SOLTERO;FEMENINO;Sur
2716; $ 2.864.056.800 ;5;SOLTERO;FEMENINO;Sur
2717; $ 230.809.700 ;1;SOLTERO;FEMENINO;Sur
2718; $ 828.777.150 ;4;SOLTERO;FEMENINO;Sur
2719; $ 362.695.350 ;4;SOLTERO;FEMENINO;Sur
2720; $ 713.117.150 ;7;SOLTERO;FEMENINO;Sur
2721; $ 176.826.750 ;2;SOLTERO;FEMENINO;Sur
2722; $ 493.535.300 ;4;SOLTERO;FEMENINO;Sur
2723; $ 371.131.900 ;6;SOLTERO;FEMENINO;Sur
2724; $ 185.058.550 ;0;SOLTERO;FEMENINO;Sur
2725; $ 674.882.650 ;1;SOLTERO;FEMENINO;Sur
2726; $ 301.184.150 ;4;SOLTERO;FEMENINO;Sur
2727; $ 1.941.123.300 ;3;SOLTERO;FEMENINO;Sur
2728; $ 521.218.000 ;1;SOLTERO;FEMENINO;Sur
2729; $ 164.808.800 ;3;SOLTERO;FEMENINO;Sur
2730; $ 512.181.650 ;8;SOLTERO;FEMENINO;Sur
2731; $ 704.025.850 ;9;SOLTERO;FEMENINO;Sur
2732; $ 415.623.400 ;5;SOLTERO;FEMENINO;Sur
2733; $ 765.372.250 ;9;SOLTERO;FEMENINO;Sur
2734; $ 2.884.210.250 ;3;SOLTERO;FEMENINO;Sur
2735; $ 510.332.650 ;5;SOLTERO;FEMENINO;Sur
2736; $ 694.434.800 ;2;SOLTERO;FEMENINO;Sur
2737; $ 379.107.850 ;6;SOLTERO;FEMENINO;Sur
2738; $ 373.711.900 ;0;SOLTERO;FEMENINO;Sur
2739; $ 500.248.600 ;6;SOLTERO;FEMENINO;Sur
2740; $ 712.281.300 ;1;SOLTERO;FEMENINO;Sur
2741; $ 940.256.600 ;4;SOLTERO;FEMENINO;Sur
2742; $ 444.068.100 ;8;SOLTERO;FEMENINO;Sur
2743; $ 627.914.350 ;5;SOLTERO;FEMENINO;Sur
2744; $ 577.607.800 ;6;SOLTERO;FEMENINO;Sur
2745; $ 715.549.450 ;7;SOLTERO;FEMENINO;Sur
2746; $ 297.343.350 ;1;SOLTERO;FEMENINO;Sur
2747; $ 3.090.648.200 ;5;SOLTERO;FEMENINO;Sur
2748; $ 437.620.200 ;3;SOLTERO;FEMENINO;Sur
2749; $ 650.419.350 ;9;SOLTERO;FEMENINO;Sur
2750; $ 389.057.150 ;0;SOLTERO;FEMENINO;Sur
2751; $ 363.331.300 ;4;SOLTERO;FEMENINO;Sur
2752; $ 1.247.782.300 ;8;SOLTERO;FEMENINO;Sur
2753; $ 854.122.350 ;6;SOLTERO;FEMENINO;Sur
2754; $ 488.068.650 ;2;SOLTERO;FEMENINO;Sur
2755; $ 794.639.250 ;3;SOLTERO;FEMENINO;Sur
2756; $ 453.754.300 ;6;SOLTERO;FEMENINO;Sur
2757; $ 599.286.450 ;1;SOLTERO;FEMENINO;Sur
2758; $ 1.336.536.750 ;4;SOLTERO;FEMENINO;Sur
2759; $ 299.001.550 ;8;SOLTERO;FEMENINO;Sur
2760; $ 509.216.950 ;5;SOLTERO;FEMENINO;Sur
2761; $ 255.222.750 ;5;SOLTERO;FEMENINO;Sur
2762; $ 2.966.972.500 ;6;SOLTERO;FEMENINO;Sur
2763; $ 1.135.801.800 ;5;SOLTERO;FEMENINO;Sur
2764; $ 300.596.800 ;2;SOLTERO;FEMENINO;Sur
2765; $ 727.229.600 ;5;SOLTERO;FEMENINO;Sur
2766; $ 796.071.600 ;7;SOLTERO;FEMENINO;Sur
2767; $ 439.116.400 ;6;SOLTERO;FEMENINO;Sur
2768; $ 524.627.050 ;7;SOLTERO;FEMENINO;Sur
2769; $ 340.199.500 ;4;SOLTERO;FEMENINO;Sur
2770; $ 719.962.000 ;0;SOLTERO;FEMENINO;Sur
2771; $ 1.684.333.500 ;6;SOLTERO;FEMENINO;Sur
2772; $ 332.654.700 ;2;SOLTERO;FEMENINO;Sur
2773; $ 401.239.550 ;7;SOLTERO;FEMENINO;Sur
2774; $ 694.082.600 ;7;SOLTERO;FEMENINO;Sur
2775; $ 275.282.150 ;4;SOLTERO;FEMENINO;Sur
2776; $ 628.241.050 ;2;SOLTERO;FEMENINO;Sur
2777; $ 768.909.350 ;2;SOLTERO;FEMENINO;Sur
2778; $ 480.474.350 ;4;SOLTERO;FEMENINO;Sur
2779; $ 538.069.150 ;1;SOLTERO;FEMENINO;Sur
2780; $ 686.729.450 ;9;SOLTERO;FEMENINO;Sur
2781; $ 584.451.350 ;0;SOLTERO;FEMENINO;Sur
2782; $ 378.542.400 ;4;SOLTERO;FEMENINO;Sur
2783; $ 346.519.000 ;5;SOLTERO;FEMENINO;Sur
2784; $ 1.788.164.650 ;3;SOLTERO;FEMENINO;Sur
2785; $ 448.937.300 ;2;SOLTERO;FEMENINO;Sur
2786; $ 622.159.850 ;5;SOLTERO;FEMENINO;Sur
2787; $ 336.587.950 ;2;SOLTERO;FEMENINO;Sur
2788; $ 625.243.800 ;3;SOLTERO;FEMENINO;Sur
2789; $ 154.403.200 ;1;SOLTERO;FEMENINO;Sur
2790; $ 279.372.650 ;2;SOLTERO;FEMENINO;Sur
2791; $ 291.628.000 ;0;SOLTERO;FEMENINO;Sur
2792; $ 289.148.950 ;1;SOLTERO;FEMENINO;Sur
2793; $ 583.420.100 ;9;SOLTERO;FEMENINO;Sur
2794; $ 176.120.550 ;5;SOLTERO;FEMENINO;Sur
2795; $ 499.190.850 ;3;SOLTERO;FEMENINO;Sur
2796; $ 542.017.000 ;8;SOLTERO;FEMENINO;Sur
2797; $ 437.694.850 ;2;SOLTERO;FEMENINO;Sur
2798; $ 543.312.550 ;7;SOLTERO;FEMENINO;Sur
2799; $ 471.376.550 ;4;SOLTERO;FEMENINO;Sur
2800; $ 658.339.700 ;6;SOLTERO;FEMENINO;Sur
2801; $ 918.412.650 ;6;SOLTERO;FEMENINO;Sur
2802; $ 1.190.476.850 ;7;SOLTERO;FEMENINO;Sur
2803; $ 642.502.850 ;7;SOLTERO;FEMENINO;Sur
2804; $ 1.466.807.800 ;8;SOLTERO;FEMENINO;Sur
2805; $ 748.195.100 ;4;SOLTERO;FEMENINO;Sur
2806; $ 444.157.450 ;4;SOLTERO;FEMENINO;Sur
2807; $ 670.477.750 ;5;SOLTERO;FEMENINO;Sur
2808; $ 426.330.850 ;8;SOLTERO;FEMENINO;Sur
2809; $ 260.819.150 ;0;SOLTERO;FEMENINO;Sur
2810; $ 670.233.700 ;0;SOLTERO;FEMENINO;Sur
2811; $ 311.124.000 ;4;SOLTERO;FEMENINO;Sur
2812; $ 310.011.000 ;2;SOLTERO;FEMENINO;Sur
2813; $ 334.137.400 ;2;SOLTERO;FEMENINO;Sur
2814; $ 927.789.250 ;6;SOLTERO;FEMENINO;Sur
2815; $ 488.088.500 ;6;SOLTERO;FEMENINO;Sur
2816; $ 921.170.700 ;5;SOLTERO;FEMENINO;Sur
2817; $ 672.452.450 ;8;SOLTERO;FEMENINO;Sur
2818; $ 317.845.150 ;3;SOLTERO;FEMENINO;Sur
2819; $ 471.364.600 ;3;SOLTERO;FEMENINO;Sur
2820; $ 545.318.550 ;5;SOLTERO;FEMENINO;Sur
2821; $ 504.957.550 ;2;SOLTERO;FEMENINO;Sur
2822; $ 802.133.900 ;2;SOLTERO;FEMENINO;Sur
2823; $ 410.294.500 ;7;SOLTERO;FEMENINO;Sur
2824; $ 62.578.150 ;0;SOLTERO;FEMENINO;Sur
2825; $ 504.559.850 ;2;SOLTERO;FEMENINO;Sur
2826; $ 550.489.700 ;4;SOLTERO;FEMENINO;Sur
2827; $ 347.594.250 ;6;SOLTERO;FEMENINO;Sur
2828; $ 709.892.200 ;5;SOLTERO;FEMENINO;Sur
2829; $ 476.502.650 ;1;SOLTERO;FEMENINO;Sur
2830; $ 504.008.350 ;7;SOLTERO;FEMENINO;Sur
2831; $ 540.595.000 ;3;SOLTERO;FEMENINO;Sur
2832; $ 415.800.450 ;2;SOLTERO;FEMENINO;Sur
2833; $ 456.688.100 ;6;SOLTERO;FEMENINO;Sur
2834; $ 468.867.600 ;4;SOLTERO;FEMENINO;Sur
2835; $ 721.444.050 ;4;SOLTERO;FEMENINO;Sur
2836; $ 345.754.550 ;8;SOLTERO;FEMENINO;Sur
2837; $ 189.496.600 ;6;SOLTERO;FEMENINO;Sur
2838; $ 797.682.450 ;9;SOLTERO;FEMENINO;Sur
2839; $ 347.310.250 ;9;SOLTERO;FEMENINO;Sur
2840; $ 401.832.600 ;9;SOLTERO;FEMENINO;Sur
2841; $ 795.522.900 ;5;SOLTERO;FEMENINO;Sur
2842; $ 354.420.100 ;1;SOLTERO;FEMENINO;Sur
2843; $ 607.709.850 ;6;SOLTERO;FEMENINO;Sur
2844; $ 486.752.000 ;9;SOLTERO;FEMENINO;Sur
2845; $ 452.643.250 ;0;SOLTERO;FEMENINO;Sur
2846; $ 493.977.600 ;2;SOLTERO;FEMENINO;Sur
2847; $ 592.579.650 ;5;SOLTERO;FEMENINO;Sur
2848; $ 369.401.600 ;0;SOLTERO;FEMENINO;Oeste
2849; $ 455.292.600 ;6;SOLTERO;FEMENINO;Oeste
2850; $ 330.622.500 ;4;SOLTERO;FEMENINO;Oeste
2851; $ 377.411.650 ;9;SOLTERO;FEMENINO;Oeste
2852; $ 526.838.650 ;2;SOLTERO;FEMENINO;Oeste
2853; $ 573.299.350 ;6;SOLTERO;FEMENINO;Oeste
2854; $ 419.333.350 ;3;SOLTERO;FEMENINO;Oeste
2855; $ 784.634.750 ;6;SOLTERO;FEMENINO;Oeste
2856; $ 1.158.940.850 ;0;SOLTERO;FEMENINO;Oeste
2857; $ 403.140.250 ;1;SOLTERO;FEMENINO;Oeste
2858; $ 834.891.050 ;5;SOLTERO;FEMENINO;Oeste
2859; $ 268.021.000 ;0;SOLTERO;FEMENINO;Oeste
2860; $ 543.606.150 ;7;SOLTERO;FEMENINO;Oeste
2861; $ 1.276.727.850 ;9;SOLTERO;FEMENINO;Oeste
2862; $ 243.299.300 ;2;SOLTERO;FEMENINO;Oeste
2863; $ 661.788.100 ;3;SOLTERO;FEMENINO;Oeste
2864; $ 1.481.338.350 ;4;SOLTERO;FEMENINO;Oeste
2865; $ 642.220.850 ;3;SOLTERO;FEMENINO;Oeste
2866; $ 122.297.550 ;0;SOLTERO;FEMENINO;Oeste
2867; $ 484.338.850 ;1;SOLTERO;FEMENINO;Este
2868; $ 1.058.851.850 ;8;SOLTERO;FEMENINO;Este
2869; $ 665.689.800 ;1;SOLTERO;FEMENINO;Este
2870; $ 574.293.400 ;9;SOLTERO;FEMENINO;Este
2871; $ 330.122.650 ;0;SOLTERO;FEMENINO;Este
2872; $ 477.068.450 ;1;SOLTERO;FEMENINO;Este
2873; $ 737.582.400 ;1;SOLTERO;FEMENINO;Este
2874; $ 565.091.700 ;4;SOLTERO;FEMENINO;Este
2875; $ 455.387.650 ;2;SOLTERO;FEMENINO;Este
2876; $ 548.790.250 ;4;SOLTERO;FEMENINO;Este
2877; $ 847.951.300 ;2;SOLTERO;FEMENINO;Este
2878; $ 175.537.450 ;2;SOLTERO;FEMENINO;Este
2879; $ 564.135.250 ;1;SOLTERO;FEMENINO;Este
2880; $ 325.540.000 ;6;SOLTERO;FEMENINO;Este
2881; $ 850.759.900 ;9;SOLTERO;FEMENINO;Este
2882; $ 435.433.300 ;2;SOLTERO;FEMENINO;Este
2883; $ 554.868.300 ;2;SOLTERO;FEMENINO;Este
2884; $ 920.186.900 ;7;SOLTERO;FEMENINO;Este
2885; $ 272.369.900 ;4;SOLTERO;FEMENINO;Este
2886; $ 576.670.850 ;9;SOLTERO;FEMENINO;Este
2887; $ 841.220.300 ;5;SOLTERO;FEMENINO;Este
2888; $ 7.405.605.800 ;7;SOLTERO;FEMENINO;Este
2889; $ 1.042.787.400 ;9;SOLTERO;FEMENINO;Este
2890; $ 595.478.250 ;7;SOLTERO;FEMENINO;Este
2891; $ 236.175.400 ;2;SOLTERO;FEMENINO;Este
2892; $ 583.952.850 ;2;SOLTERO;FEMENINO;Este
2893; $ 819.656.950 ;1;SOLTERO;FEMENINO;Este
2894; $ 1.660.665.050 ;8;SOLTERO;FEMENINO;Este
2895; $ 357.312.600 ;5;SOLTERO;FEMENINO;Este
2896; $ 466.775.450 ;3;SOLTERO;FEMENINO;Este
2897; $ 398.634.750 ;3;SOLTERO;FEMENINO;Este
2898; $ 1.311.128.200 ;3;SOLTERO;FEMENINO;Este
2899; $ 298.262.850 ;2;SOLTERO;FEMENINO;Este
2900; $ 363.894.600 ;5;SOLTERO;FEMENINO;Este
2901; $ 402.825.200 ;1;SOLTERO;FEMENINO;Este
2902; $ 702.426.250 ;0;SOLTERO;FEMENINO;Este
2903; $ 1.331.879.000 ;5;SOLTERO;FEMENINO;Este
2904; $ 597.613.150 ;3;SOLTERO;FEMENINO;Este
2905; $ 882.460.550 ;4;SOLTERO;FEMENINO;Este
2906; $ 732.296.850 ;2;SOLTERO;FEMENINO;Este
2907; $ 700.430.400 ;5;SOLTERO;FEMENINO;Este
2908; $ 1.120.618.200 ;6;SOLTERO;FEMENINO;Este
2909; $ 330.081.800 ;5;SOLTERO;FEMENINO;Este
2910; $ 771.730.600 ;7;SOLTERO;FEMENINO;Este
2911; $ 84.701.150 ;0;SOLTERO;FEMENINO;Este
2912; $ 769.568.350 ;4;SOLTERO;FEMENINO;Este
2913; $ 519.115.650 ;8;SOLTERO;FEMENINO;Este
2914; $ 1.019.254.500 ;9;SOLTERO;FEMENINO;Este
2915; $ 494.740.750 ;5;SOLTERO;FEMENINO;Este
2916; $ 1.207.338.300 ;1;SOLTERO;FEMENINO;Este
2917; $ 1.497.138.350 ;4;SOLTERO;FEMENINO;Este
2918; $ 2.054.218.450 ;5;SOLTERO;FEMENINO;Este
2919; $ 475.185.900 ;5;SOLTERO;FEMENINO;Este
2920; $ 1.589.949.300 ;5;SOLTERO;FEMENINO;Este
2921; $ 1.108.053.600 ;8;SOLTERO;FEMENINO;Este
2922; $ 92.945.650 ;1;SOLTERO;FEMENINO;Este
2923; $ 329.899.850 ;6;SOLTERO;FEMENINO;Este
2924; $ 1.111.089.250 ;5;SOLTERO;FEMENINO;Este
2925; $ 509.437.350 ;8;SOLTERO;FEMENINO;Este
2926; $ 447.462.600 ;6;SOLTERO;FEMENINO;Este
2927; $ 270.247.700 ;5;SOLTERO;FEMENINO;Este
2928; $ 826.982.700 ;4;SOLTERO;FEMENINO;Este
2929; $ 1.040.200.650 ;9;SOLTERO;FEMENINO;Este
2930; $ 605.847.050 ;9;SOLTERO;FEMENINO;Este
2931; $ 424.866.700 ;6;SOLTERO;FEMENINO;Este
